model,length,interference_type,density,n_total,n_success,n_error,coverage,error_rate,score_mean,score_all,f1_mean,rouge_l_mean,latency_mean
qwen3_14b_no_thinking,32000.0,out_domain,0.0,4,4,0,1.0,0.0,1.0,1.0,,,7.2956
qwen3_14b_no_thinking,32000.0,out_domain,25.0,4,4,0,1.0,0.0,1.0,1.0,,,7.7841
qwen3_14b_no_thinking,32000.0,out_domain,50.0,2,2,0,1.0,0.0,1.0,1.0,,,6.52
qwen3_14b_no_thinking,32000.0,out_domain,75.0,3,3,0,1.0,0.0,1.0,1.0,,,6.0765
qwen3_14b_no_thinking,32000.0,out_domain,90.0,2,2,0,1.0,0.0,1.0,1.0,,,5.3254
qwen3_14b_no_thinking,32000.0,random_noise,0.0,4,4,0,1.0,0.0,1.0,1.0,,,7.5062
qwen3_14b_no_thinking,32000.0,random_noise,25.0,3,3,0,1.0,0.0,1.0,1.0,,,5.675
qwen3_14b_no_thinking,32000.0,random_noise,50.0,2,2,0,1.0,0.0,1.0,1.0,,,5.7602
qwen3_14b_no_thinking,32000.0,random_noise,75.0,3,3,0,1.0,0.0,1.0,1.0,,,6.5626
qwen3_14b_no_thinking,32000.0,random_noise,90.0,2,2,0,1.0,0.0,1.0,1.0,,,8.5672
qwen3_14b_thinking,8000.0,in_domain,0.0,2,2,0,1.0,0.0,1.0,1.0,,,4.3261
qwen3_14b_thinking,8000.0,in_domain,25.0,2,2,0,1.0,0.0,1.0,1.0,,,2.6094
qwen3_14b_thinking,8000.0,in_domain,50.0,4,4,0,1.0,0.0,1.0,1.0,,,37.5715
qwen3_14b_thinking,8000.0,in_domain,75.0,3,3,0,1.0,0.0,1.0,1.0,,,9.7812
qwen3_14b_thinking,8000.0,in_domain,90.0,4,4,0,1.0,0.0,1.0,1.0,,,2.6663
qwen3_14b_thinking,8000.0,out_domain,0.0,1,1,0,1.0,0.0,1.0,1.0,,,2.0513
qwen3_14b_thinking,8000.0,out_domain,25.0,2,2,0,1.0,0.0,1.0,1.0,,,3.694
qwen3_14b_thinking,8000.0,out_domain,50.0,4,4,0,1.0,0.0,1.0,1.0,,,2.5131
qwen3_14b_thinking,8000.0,out_domain,75.0,2,2,0,1.0,0.0,1.0,1.0,,,2.6098
qwen3_14b_thinking,8000.0,out_domain,90.0,3,3,0,1.0,0.0,1.0,1.0,,,3.5661
qwen3_14b_thinking,8000.0,random_noise,0.0,1,1,0,1.0,0.0,1.0,1.0,,,6.8717
qwen3_14b_thinking,8000.0,random_noise,25.0,1,1,0,1.0,0.0,1.0,1.0,,,1.9773
qwen3_14b_thinking,8000.0,random_noise,50.0,3,3,0,1.0,0.0,1.0,1.0,,,2.5872
qwen3_14b_thinking,8000.0,random_noise,75.0,4,4,0,1.0,0.0,1.0,1.0,,,2.5424
qwen3_14b_thinking,8000.0,random_noise,90.0,4,4,0,1.0,0.0,1.0,1.0,,,1.0741
qwen3_14b_thinking,16000.0,in_domain,0.0,2,2,0,1.0,0.0,1.0,1.0,,,4.9247
qwen3_14b_thinking,16000.0,in_domain,25.0,3,3,0,1.0,0.0,1.0,1.0,,,3.9279
qwen3_14b_thinking,16000.0,in_domain,50.0,3,3,0,1.0,0.0,1.0,1.0,,,3.8672
qwen3_14b_thinking,16000.0,in_domain,75.0,3,3,0,1.0,0.0,1.0,1.0,,,4.6731
qwen3_14b_thinking,16000.0,in_domain,90.0,2,2,0,1.0,0.0,1.0,1.0,,,4.5131
qwen3_14b_thinking,16000.0,out_domain,0.0,2,2,0,1.0,0.0,1.0,1.0,,,2.9396
qwen3_14b_thinking,16000.0,out_domain,25.0,3,3,0,1.0,0.0,1.0,1.0,,,5.0134
qwen3_14b_thinking,16000.0,out_domain,50.0,3,3,0,1.0,0.0,1.0,1.0,,,4.8264
qwen3_14b_thinking,16000.0,out_domain,75.0,2,2,0,1.0,0.0,1.0,1.0,,,4.7797
qwen3_14b_thinking,16000.0,out_domain,90.0,4,4,0,1.0,0.0,1.0,1.0,,,4.9125
qwen3_14b_thinking,16000.0,random_noise,0.0,2,2,0,1.0,0.0,1.0,1.0,,,3.383
qwen3_14b_thinking,16000.0,random_noise,25.0,3,3,0,1.0,0.0,1.0,1.0,,,3.9682
qwen3_14b_thinking,16000.0,random_noise,50.0,1,1,0,1.0,0.0,1.0,1.0,,,3.1931
qwen3_14b_thinking,16000.0,random_noise,75.0,5,5,0,1.0,0.0,1.0,1.0,,,3.8507
qwen3_14b_thinking,16000.0,random_noise,90.0,3,3,0,1.0,0.0,1.0,1.0,,,4.9998
qwen3_14b_thinking,32000.0,in_domain,0.0,3,3,0,1.0,0.0,1.0,1.0,,,14.3255
qwen3_14b_thinking,32000.0,in_domain,25.0,4,4,0,1.0,0.0,1.0,1.0,,,6.3759
qwen3_14b_thinking,32000.0,in_domain,50.0,3,3,0,1.0,0.0,1.0,1.0,,,6.9552
qwen3_14b_thinking,32000.0,in_domain,75.0,3,3,0,1.0,0.0,1.0,1.0,,,6.0003
qwen3_14b_thinking,32000.0,in_domain,90.0,2,2,0,1.0,0.0,1.0,1.0,,,6.9673
qwen3_14b_thinking,32000.0,out_domain,0.0,3,3,0,1.0,0.0,1.0,1.0,,,7.5012
qwen3_14b_thinking,32000.0,out_domain,25.0,3,3,0,1.0,0.0,1.0,1.0,,,7.2265
qwen3_14b_thinking,32000.0,out_domain,50.0,3,3,0,1.0,0.0,1.0,1.0,,,11.1999
qwen3_14b_thinking,32000.0,out_domain,75.0,4,4,0,1.0,0.0,1.0,1.0,,,6.559
qwen3_14b_thinking,32000.0,out_domain,90.0,3,3,0,1.0,0.0,1.0,1.0,,,9.0799
qwen3_14b_thinking,32000.0,random_noise,0.0,3,3,0,1.0,0.0,1.0,1.0,,,8.7556
qwen3_14b_thinking,32000.0,random_noise,25.0,3,3,0,1.0,0.0,1.0,1.0,,,7.2734
qwen3_14b_thinking,32000.0,random_noise,50.0,4,4,0,1.0,0.0,1.0,1.0,,,5.8617
qwen3_14b_thinking,32000.0,random_noise,75.0,3,3,0,1.0,0.0,1.0,1.0,,,6.3026
qwen3_14b_thinking,32000.0,random_noise,90.0,3,3,0,1.0,0.0,1.0,1.0,,,7.8519
qwen3_8b,8000.0,in_domain,0.0,4,4,0,1.0,0.0,1.0,1.0,,,6.7016
qwen3_8b,8000.0,in_domain,25.0,4,4,0,1.0,0.0,1.0,1.0,,,4.4662
qwen3_8b,8000.0,in_domain,50.0,4,4,0,1.0,0.0,1.0,1.0,,,1.5424
qwen3_8b,8000.0,in_domain,75.0,4,4,0,1.0,0.0,1.0,1.0,,,2.311
qwen3_8b,8000.0,in_domain,90.0,4,4,0,1.0,0.0,1.0,1.0,,,1.5829
qwen3_8b,8000.0,out_domain,0.0,4,4,0,1.0,0.0,1.0,1.0,,,2.6983
qwen3_8b,8000.0,out_domain,25.0,4,4,0,1.0,0.0,1.0,1.0,,,1.4218
qwen3_8b,8000.0,out_domain,50.0,4,4,0,1.0,0.0,1.0,1.0,,,2.6817
qwen3_8b,8000.0,out_domain,75.0,4,4,0,1.0,0.0,1.0,1.0,,,1.5562
qwen3_8b,8000.0,out_domain,90.0,4,4,0,1.0,0.0,1.0,1.0,,,0.9414
qwen3_8b,8000.0,random_noise,0.0,4,4,0,1.0,0.0,1.0,1.0,,,4.4567
qwen3_8b,8000.0,random_noise,25.0,4,4,0,1.0,0.0,1.0,1.0,,,1.4487
qwen3_8b,8000.0,random_noise,50.0,4,4,0,1.0,0.0,1.0,1.0,,,3.6462
qwen3_8b,8000.0,random_noise,75.0,4,4,0,1.0,0.0,1.0,1.0,,,2.4131
qwen3_8b,8000.0,random_noise,90.0,4,4,0,1.0,0.0,1.0,1.0,,,2.4905
qwen3_8b,16000.0,in_domain,0.0,5,5,0,1.0,0.0,1.0,1.0,,,3.9855
qwen3_8b,16000.0,in_domain,25.0,5,5,0,1.0,0.0,1.0,1.0,,,5.3951
qwen3_8b,16000.0,in_domain,50.0,5,5,0,1.0,0.0,1.0,1.0,,,3.3062
qwen3_8b,16000.0,in_domain,75.0,5,5,0,1.0,0.0,1.0,1.0,,,1.9839
qwen3_8b,16000.0,in_domain,90.0,5,5,0,1.0,0.0,1.0,1.0,,,3.1073
qwen3_8b,16000.0,out_domain,0.0,5,5,0,1.0,0.0,1.0,1.0,,,6.7939
qwen3_8b,16000.0,out_domain,25.0,5,5,0,1.0,0.0,1.0,1.0,,,2.9781
qwen3_8b,16000.0,out_domain,50.0,5,5,0,1.0,0.0,1.0,1.0,,,2.7452
qwen3_8b,16000.0,out_domain,75.0,5,5,0,1.0,0.0,1.0,1.0,,,4.6165
qwen3_8b,16000.0,out_domain,90.0,5,5,0,1.0,0.0,1.0,1.0,,,2.2204
qwen3_8b,16000.0,random_noise,0.0,5,5,0,1.0,0.0,1.0,1.0,,,2.9263
qwen3_8b,16000.0,random_noise,25.0,5,5,0,1.0,0.0,1.0,1.0,,,9.6901
qwen3_8b,16000.0,random_noise,50.0,5,5,0,1.0,0.0,1.0,1.0,,,1.9973
qwen3_8b,16000.0,random_noise,75.0,5,5,0,1.0,0.0,1.0,1.0,,,2.6865
qwen3_8b,16000.0,random_noise,90.0,5,5,0,1.0,0.0,1.0,1.0,,,2.4975
qwen3_8b,32000.0,in_domain,0.0,5,5,0,1.0,0.0,1.0,1.0,,,5.8205
qwen3_8b,32000.0,in_domain,25.0,5,5,0,1.0,0.0,1.0,1.0,,,10.715
qwen3_8b,32000.0,in_domain,50.0,4,4,0,1.0,0.0,1.0,1.0,,,6.8929
qwen3_8b,32000.0,in_domain,75.0,4,4,0,1.0,0.0,1.0,1.0,,,7.8495
qwen3_8b,32000.0,in_domain,90.0,4,4,0,1.0,0.0,1.0,1.0,,,4.5562
qwen3_8b,32000.0,out_domain,0.0,5,5,0,1.0,0.0,1.0,1.0,,,4.3584
qwen3_8b,32000.0,out_domain,25.0,4,4,0,1.0,0.0,1.0,1.0,,,8.4091
qwen3_8b,32000.0,out_domain,50.0,4,4,0,1.0,0.0,1.0,1.0,,,4.3555
qwen3_8b,32000.0,out_domain,75.0,4,4,0,1.0,0.0,1.0,1.0,,,5.2719
qwen3_8b,32000.0,out_domain,90.0,4,4,0,1.0,0.0,1.0,1.0,,,6.8968
qwen3_8b,32000.0,random_noise,0.0,5,5,0,1.0,0.0,1.0,1.0,,,4.9081
qwen3_8b,32000.0,random_noise,25.0,4,4,0,1.0,0.0,1.0,1.0,,,8.6959
qwen3_8b,32000.0,random_noise,50.0,4,4,0,1.0,0.0,1.0,1.0,,,7.4884
qwen3_8b,32000.0,random_noise,75.0,4,4,0,1.0,0.0,1.0,1.0,,,6.815
qwen3_8b,32000.0,random_noise,90.0,4,4,0,1.0,0.0,1.0,1.0,,,4.8368
seed_oss_36b,8000.0,in_domain,0.0,1,1,0,1.0,0.0,1.0,1.0,,,2.8987
seed_oss_36b,8000.0,in_domain,25.0,2,2,0,1.0,0.0,1.0,1.0,,,3.3631
seed_oss_36b,8000.0,in_domain,50.0,2,2,0,1.0,0.0,1.0,1.0,,,2.6819
seed_oss_36b,8000.0,in_domain,75.0,1,1,0,1.0,0.0,1.0,1.0,,,4.5884
seed_oss_36b,8000.0,in_domain,90.0,2,2,0,1.0,0.0,1.0,1.0,,,2.738
seed_oss_36b,8000.0,out_domain,0.0,3,3,0,1.0,0.0,1.0,1.0,,,3.3043
seed_oss_36b,8000.0,out_domain,25.0,4,4,0,1.0,0.0,1.0,1.0,,,2.7711
seed_oss_36b,8000.0,out_domain,50.0,3,3,0,1.0,0.0,1.0,1.0,,,2.6752
seed_oss_36b,8000.0,out_domain,75.0,2,2,0,1.0,0.0,1.0,1.0,,,29.1455
seed_oss_36b,8000.0,out_domain,90.0,2,2,0,1.0,0.0,1.0,1.0,,,3.2492
seed_oss_36b,8000.0,random_noise,0.0,2,2,0,1.0,0.0,1.0,1.0,,,2.7781
seed_oss_36b,8000.0,random_noise,25.0,4,4,0,1.0,0.0,1.0,1.0,,,26.7617
seed_oss_36b,8000.0,random_noise,50.0,4,4,0,1.0,0.0,1.0,1.0,,,3.1603
seed_oss_36b,8000.0,random_noise,75.0,3,3,0,1.0,0.0,1.0,1.0,,,2.7044
seed_oss_36b,8000.0,random_noise,90.0,1,1,0,1.0,0.0,1.0,1.0,,,2.7308
seed_oss_36b,16000.0,in_domain,0.0,3,3,0,1.0,0.0,1.0,1.0,,,28.3284
seed_oss_36b,16000.0,in_domain,25.0,2,2,0,1.0,0.0,1.0,1.0,,,4.1508
seed_oss_36b,16000.0,in_domain,50.0,2,2,0,1.0,0.0,1.0,1.0,,,5.469
seed_oss_36b,16000.0,in_domain,75.0,2,2,0,1.0,0.0,1.0,1.0,,,6.2787
seed_oss_36b,16000.0,in_domain,90.0,3,3,0,1.0,0.0,1.0,1.0,,,3.9173
seed_oss_36b,16000.0,out_domain,0.0,1,1,0,1.0,0.0,1.0,1.0,,,3.5943
seed_oss_36b,16000.0,out_domain,25.0,2,2,0,1.0,0.0,1.0,1.0,,,4.7693
seed_oss_36b,16000.0,out_domain,50.0,3,3,0,1.0,0.0,1.0,1.0,,,4.0577
seed_oss_36b,16000.0,out_domain,75.0,3,3,0,1.0,0.0,1.0,1.0,,,3.9852
seed_oss_36b,16000.0,out_domain,90.0,2,2,0,1.0,0.0,1.0,1.0,,,4.8179
seed_oss_36b,16000.0,random_noise,0.0,2,2,0,1.0,0.0,1.0,1.0,,,6.4005
seed_oss_36b,16000.0,random_noise,25.0,2,2,0,1.0,0.0,1.0,1.0,,,3.7797
seed_oss_36b,16000.0,random_noise,50.0,1,1,0,1.0,0.0,1.0,1.0,,,3.6993
seed_oss_36b,16000.0,random_noise,75.0,3,3,0,1.0,0.0,1.0,1.0,,,3.7267
seed_oss_36b,16000.0,random_noise,90.0,1,1,0,1.0,0.0,1.0,1.0,,,4.1863
seed_oss_36b,32000.0,in_domain,0.0,4,4,0,1.0,0.0,1.0,1.0,,,7.8904
seed_oss_36b,32000.0,in_domain,25.0,4,4,0,1.0,0.0,1.0,1.0,,,34.8901
seed_oss_36b,32000.0,in_domain,50.0,3,3,0,1.0,0.0,1.0,1.0,,,7.1184
seed_oss_36b,32000.0,in_domain,75.0,1,1,0,1.0,0.0,1.0,1.0,,,7.1615
seed_oss_36b,32000.0,in_domain,90.0,2,2,0,1.0,0.0,1.0,1.0,,,9.0771
seed_oss_36b,32000.0,out_domain,0.0,3,3,0,1.0,0.0,1.0,1.0,,,8.3958
seed_oss_36b,32000.0,out_domain,25.0,3,3,0,1.0,0.0,1.0,1.0,,,8.2761
seed_oss_36b,32000.0,out_domain,50.0,1,1,0,1.0,0.0,1.0,1.0,,,7.9723
seed_oss_36b,32000.0,out_domain,75.0,1,1,0,1.0,0.0,1.0,1.0,,,8.823
seed_oss_36b,32000.0,random_noise,0.0,3,3,0,1.0,0.0,1.0,1.0,,,7.4407
seed_oss_36b,32000.0,random_noise,25.0,1,1,0,1.0,0.0,1.0,1.0,,,6.8726
seed_oss_36b,32000.0,random_noise,50.0,1,1,0,1.0,0.0,1.0,1.0,,,7.2292
seed_oss_36b,32000.0,random_noise,75.0,1,1,0,1.0,0.0,1.0,1.0,,,8.5509
seed_oss_36b,32000.0,random_noise,90.0,2,2,0,1.0,0.0,1.0,1.0,,,8.8224
